battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1632,yes,2.9,yes,0,yes,32,1.0,90,6,1,712,1726,1753,12,10.0,21,yes,no,yes,2
1127,yes,2.8000000000000003,no,10,no,23,0.5,127,1,14,774,939,1643,14,8.0,13,yes,yes,no,1
616,yes,0.7999999999999999,no,4,yes,51,0.2,188,7,7,1012,1040,2856,10,7.0,13,yes,no,yes,2
1472,yes,1.8,yes,6,no,45,0.2,131,1,9,777,1090,3261,10,1.0,15,yes,no,yes,3
1828,yes,0.6,yes,5,yes,49,0.7,182,8,6,973,1633,1614,17,9.0,18,yes,yes,no,2
1998,yes,2.9,yes,0,yes,7,0.2,148,5,4,937,1083,1260,17,14.0,17,yes,no,no,1
1037,no,0.6,yes,14,yes,49,0.4,188,2,15,574,1171,3993,12,,20,yes,no,no,3
537,no,2.0,no,5,no,24,0.30000000000000004,200,8,19,398,1775,526,9,3.0,5,no,no,no,0
675,yes,2.0,no,13,yes,35,0.5,152,6,14,1096,1570,3543,18,17.0,5,yes,no,yes,3
1221,no,1.7000000000000002,yes,5,no,4,0.4,179,6,7,1419,1698,2000,9,2.0,5,no,no,no,2
1608,yes,0.6,yes,0,yes,33,1.0,210,5,0,157,770,3439,11,1.0,3,yes,no,no,3
1605,yes,0.6,yes,1,yes,17,0.6,124,2,8,430,1207,1639,17,3.0,12,yes,no,yes,1
1960,no,0.6,no,6,yes,52,0.5,163,1,14,1524,1848,3066,7,6.0,4,yes,no,no,3
697,no,0.6,no,18,yes,12,0.7,206,2,19,1649,1829,2857,16,13.0,8,yes,yes,yes,2
1472,no,2.3000000000000003,yes,4,yes,33,0.5,148,7,10,1790,1988,1635,18,4.0,5,yes,no,no,2
1892,no,1.2000000000000002,no,4,yes,48,0.6,137,4,5,1438,1832,2394,10,4.0,16,yes,no,yes,3
1004,yes,1.9000000000000001,no,1,no,45,0.7999999999999999,190,7,7,948,1007,1236,19,13.0,19,yes,yes,no,0
744,yes,0.6,no,0,yes,36,0.7999999999999999,149,3,1,1161,1288,294,8,0.0,7,yes,yes,yes,0
1308,yes,2.2,yes,2,yes,33,0.5,184,3,9,867,1258,2523,6,5.0,17,yes,no,no,2
1426,yes,3.0,yes,0,no,20,0.7,190,5,0,181,1199,2660,15,0.0,20,yes,no,no,2
944,no,1.5,yes,8,no,27,0.6,101,4,9,754,1532,589,6,3.0,14,no,yes,yes,0
1936,yes,2.8000000000000003,no,8,yes,2,0.2,128,4,16,242,1127,2192,18,1.0,10,yes,no,yes,2
1292,yes,1.5,yes,19,yes,35,0.4,120,4,20,405,742,881,16,2.0,9,yes,no,no,0
1701,yes,,,16,,21,0.2,166,4,20,105,1099,1183,16,,19,yes,yes,no,1
1851,yes,0.6,no,1,no,29,0.6,191,7,12,978,1986,3332,14,4.0,16,yes,no,yes,3
1924,no,0.6,no,15,yes,42,0.7,163,8,16,725,1882,3566,12,1.0,18,yes,no,no,3
550,no,1.1,yes,0,yes,56,0.5,156,4,14,657,1657,564,17,14.0,9,yes,yes,yes,0
1785,yes,0.6,no,8,no,14,0.7,193,8,11,910,1566,1818,12,7.0,8,no,no,yes,2
1085,yes,1.5,yes,2,yes,49,0.9,166,5,9,295,503,1340,16,8.0,6,yes,yes,yes,0
1700,no,2.9,no,10,yes,7,0.9,141,8,12,26,508,2994,15,3.0,18,yes,yes,no,2
1971,no,0.9,yes,5,yes,7,0.30000000000000004,95,8,20,332,764,317,16,7.0,8,yes,yes,no,0
1339,yes,2.8000000000000003,yes,0,no,5,0.7999999999999999,210,4,1,161,1029,3244,10,1.0,21,no,yes,no,2
639,yes,0.9,yes,2,no,28,0.7,204,4,6,1080,1289,2727,15,10.0,8,no,no,no,2
835,yes,0.7,yes,0,yes,27,0.4,155,4,2,649,1290,588,19,8.0,20,yes,no,yes,0
1176,yes,1.0,no,7,no,30,1.1,157,4,20,744,1244,806,17,14.0,17,no,yes,yes,0
1833,yes,2.4,no,3,yes,44,0.30000000000000004,158,7,14,437,1113,2462,10,5.0,19,yes,no,no,2
1012,yes,2.1,yes,2,yes,8,1.0,149,5,3,547,957,2627,15,11.0,13,yes,yes,no,2
1119,yes,0.6,yes,2,no,21,0.2,187,2,19,495,1035,2001,15,9.0,3,yes,no,yes,1
992,yes,2.8000000000000003,yes,3,no,15,1.0,163,2,7,1466,1717,2700,11,8.0,7,yes,no,no,2
1067,no,2.9,yes,0,yes,21,0.2,168,5,3,760,1722,1195,16,13.0,21,yes,no,yes,1
1984,no,1.2000000000000002,no,12,no,24,0.2,139,7,16,764,1873,3513,16,14.0,16,yes,yes,yes,3
1609,no,1.2000000000000002,yes,6,yes,20,1.1,202,2,8,776,1005,887,11,,15,yes,yes,no,0
1068,no,3.1,yes,6,yes,5,0.6,177,5,7,53,1504,1046,8,7.0,12,yes,no,no,0
683,no,0.6,yes,12,yes,17,1.0,204,5,19,371,1702,2550,6,1.0,6,yes,no,yes,2
1165,yes,2.2,yes,0,yes,19,1.0,142,2,1,728,818,2942,13,0.0,16,yes,no,yes,2
755,yes,0.6,no,11,yes,48,0.2,131,8,20,606,1316,3486,11,10.0,17,yes,no,no,3
1781,yes,2.7,yes,2,no,5,0.9,100,1,3,1225,1717,1248,12,2.0,21,no,yes,no,1
513,no,1.0,yes,15,yes,24,0.7,146,3,18,367,1264,2380,18,3.0,5,yes,no,no,1
1046,no,1.9000000000000001,no,4,yes,12,0.7999999999999999,114,6,5,1230,1263,1796,18,7.0,20,yes,yes,yes,1
948,yes,1.5,no,9,no,26,0.2,196,6,10,273,891,1639,7,3.0,7,yes,no,yes,0
659,yes,2.0,yes,2,no,21,0.2,120,8,8,705,1905,785,6,,12,yes,yes,no,0
733,yes,0.6,yes,0,yes,28,0.6,140,8,0,424,1032,1776,12,8.0,11,yes,no,no,1
928,yes,0.9,no,6,yes,59,0.9,171,7,14,84,793,258,18,7.0,3,yes,no,yes,0
1263,no,0.6,no,3,yes,52,0.4,96,2,9,605,1429,1367,9,3.0,17,yes,no,yes,1
620,no,1.2000000000000002,no,11,yes,45,0.30000000000000004,198,3,20,1175,1586,2341,19,,11,yes,yes,no,2
938,yes,2.4,no,5,yes,57,0.30000000000000004,139,2,6,657,938,2051,12,8.0,6,yes,yes,no,1
510,yes,1.4000000000000001,no,1,no,50,0.7999999999999999,92,5,9,102,1195,2177,14,4.0,15,no,no,yes,1
997,no,1.4000000000000001,yes,1,no,10,0.2,114,4,3,258,1889,611,11,3.0,6,yes,no,yes,0
1324,no,2.4,yes,1,yes,35,0.2,167,1,3,443,708,3686,15,8.0,7,yes,no,no,3
1866,no,2.0,yes,2,no,57,0.2,191,6,6,1279,1793,3588,19,9.0,9,no,no,yes,3
1946,yes,0.6,no,1,yes,26,0.6,102,4,9,313,712,2324,19,8.0,8,yes,no,yes,2
583,no,0.7,no,5,yes,56,0.30000000000000004,190,2,10,523,565,356,10,4.0,14,yes,yes,yes,0
1022,yes,0.7999999999999999,yes,3,yes,27,0.7999999999999999,138,4,4,919,1482,3206,18,1.0,10,yes,no,yes,3
1938,no,1.4000000000000001,no,2,no,44,0.2,149,3,3,570,1021,1402,17,7.0,4,no,no,yes,1
1331,yes,1.8,no,5,yes,23,0.7,208,8,6,380,682,2310,11,10.0,10,yes,yes,no,1
810,yes,0.6,yes,3,no,46,0.6,115,8,15,119,529,1084,15,5.0,11,yes,no,yes,0
996,no,1.3,yes,4,no,40,1.0,174,2,17,296,839,3106,17,7.0,12,no,no,no,2
1813,yes,2.1,no,3,yes,22,0.30000000000000004,92,2,8,358,614,2849,9,2.0,5,yes,no,yes,2
767,yes,2.6,no,3,no,44,0.4,98,8,11,1364,1851,2258,6,1.0,20,no,yes,yes,2
995,yes,2.4,yes,0,no,16,0.5,116,7,13,424,1639,1115,14,1.0,7,no,no,yes,0
1138,yes,1.7000000000000002,no,15,no,32,0.6,160,6,19,961,1030,3212,10,3.0,9,yes,yes,yes,3
721,yes,0.6,yes,0,yes,23,0.5,123,6,9,431,1727,3992,14,9.0,13,yes,yes,yes,3
735,yes,0.7,yes,0,no,63,0.4,115,7,10,950,1739,986,17,4.0,10,yes,no,yes,0
1948,no,2.8000000000000003,yes,8,no,8,0.4,133,8,19,647,1849,3119,6,0.0,3,yes,no,no,3
1232,yes,1.7000000000000002,no,0,yes,48,0.7999999999999999,121,7,2,1960,1963,1624,18,,17,yes,yes,yes,2
1579,no,1.1,yes,0,yes,64,0.2,115,3,7,116,1432,2969,7,3.0,8,yes,yes,yes,3
576,yes,3.1,no,1,yes,30,1.0,136,2,3,94,1334,1169,5,3.0,20,yes,no,no,0
845,no,1.4000000000000001,yes,1,no,16,1.0,129,7,4,593,732,1736,17,8.0,15,no,no,yes,1
1494,yes,1.6,no,5,no,11,1.0,95,3,7,1684,1746,2261,14,12.0,20,no,yes,yes,3
1438,yes,2.5,yes,3,yes,23,0.4,116,5,4,189,1411,2490,8,4.0,9,yes,no,no,2
1253,no,0.6,yes,10,yes,29,0.7999999999999999,143,6,16,308,591,1054,11,9.0,12,yes,no,no,0
638,no,0.6,no,8,yes,28,1.0,162,2,15,148,742,2929,15,6.0,4,yes,no,no,2
1832,yes,1.1,no,7,yes,47,0.4,127,1,11,1191,1882,3364,13,,12,yes,no,no,3
585,yes,1.0,yes,1,no,51,1.0,98,8,2,1658,1794,1801,16,9.0,8,no,yes,no,1
1205,yes,0.6,yes,0,yes,11,1.0,119,2,12,35,510,1674,17,13.0,20,yes,yes,no,0
1779,no,2.3000000000000003,yes,0,no,15,0.30000000000000004,110,4,7,553,874,1554,10,8.0,11,yes,yes,no,1
1496,no,2.0,no,2,yes,47,0.5,139,2,9,207,1177,3204,13,1.0,15,yes,no,no,3
529,no,0.7999999999999999,yes,4,no,53,1.0,138,1,11,67,1924,1304,13,7.0,14,no,no,no,0
795,yes,2.9,yes,1,yes,64,0.5,189,4,2,818,1006,2298,12,0.0,6,yes,yes,no,1
875,yes,0.6,yes,6,no,8,0.7,162,7,9,1257,1411,577,15,8.0,8,yes,no,yes,0
724,no,1.2000000000000002,no,12,no,12,1.1,103,6,20,138,1371,2361,13,6.0,4,no,no,no,1
1252,yes,1.6,no,14,yes,20,0.5,177,5,18,11,1020,3316,6,5.0,7,yes,yes,yes,2
1037,yes,,,8,,11,1.1,183,6,10,831,1709,2004,17,,6,yes,yes,no,1
1291,no,0.9,yes,3,yes,16,1.0,171,6,17,713,1854,3169,14,8.0,21,yes,yes,no,3
1704,yes,2.4,yes,12,yes,47,0.7,117,2,19,1284,1643,597,10,0.0,20,yes,no,yes,1
536,no,,,4,,2,0.30000000000000004,95,5,16,911,1220,2468,5,,19,no,yes,yes,2
630,yes,1.9000000000000001,no,5,no,60,0.30000000000000004,97,6,6,1047,1534,1339,12,7.0,15,no,yes,no,1
715,no,1.5,yes,4,no,53,0.9,108,1,17,123,1477,1464,19,18.0,14,yes,no,yes,0
1209,no,0.6,no,0,no,58,0.4,122,8,0,406,681,505,7,3.0,6,yes,yes,no,0
685,yes,2.2,no,7,no,30,0.2,207,7,8,927,1135,2068,9,0.0,16,no,no,no,1
596,yes,2.7,no,1,no,27,0.2,206,5,2,407,528,710,17,5.0,18,no,yes,yes,0
539,yes,2.1,no,1,yes,55,0.4,113,7,2,1041,1430,2031,10,5.0,13,yes,yes,yes,1
1054,no,1.0,no,1,no,6,0.9,205,4,16,1191,1839,554,6,1.0,12,no,no,yes,0
715,no,1.7000000000000002,no,4,yes,63,0.7999999999999999,99,2,8,103,1760,2084,15,10.0,13,yes,no,no,1
1768,yes,0.6,yes,1,no,16,0.7,151,5,7,125,1227,3316,9,7.0,18,no,no,yes,3
1543,yes,1.6,yes,6,yes,5,0.6,119,4,10,536,1656,1797,7,3.0,5,yes,yes,yes,1
839,no,2.5,yes,1,no,51,0.30000000000000004,114,5,15,638,1831,596,16,6.0,21,yes,no,yes,0
667,yes,0.7999999999999999,no,0,yes,31,0.2,195,5,2,496,1804,692,5,2.0,16,yes,no,no,0
682,yes,2.5,no,13,yes,34,0.5,167,2,17,686,1418,3847,15,1.0,5,yes,yes,yes,3
879,no,1.6,yes,0,yes,17,0.2,205,7,0,1064,1985,2006,11,8.0,10,yes,yes,yes,1
1495,no,1.6,yes,13,no,53,0.6,112,5,16,240,1414,2085,19,15.0,21,no,yes,yes,2
1764,no,0.7,no,3,yes,26,0.2,93,6,14,525,704,2663,9,7.0,5,yes,yes,no,2
927,yes,2.2,no,9,no,56,0.30000000000000004,206,1,14,1262,1520,2468,8,0.0,6,yes,no,no,2
1694,no,2.2,no,4,yes,2,1.0,116,1,17,1899,1904,3781,9,3.0,8,yes,yes,yes,3
1578,yes,2.3000000000000003,no,8,no,5,0.7999999999999999,149,3,17,258,789,3906,5,1.0,8,yes,yes,yes,3
1067,no,1.8,yes,4,yes,48,0.4,172,6,8,1188,1948,267,8,0.0,13,yes,no,no,0
960,yes,1.7000000000000002,no,9,yes,60,0.5,210,1,12,730,751,1419,10,4.0,20,yes,no,yes,0
625,yes,0.9,no,6,yes,26,0.4,207,7,12,484,1238,1771,10,1.0,17,yes,no,no,1
899,no,1.5,yes,1,no,17,0.5,181,1,2,547,1852,2950,12,3.0,6,no,no,yes,2
1112,no,1.6,no,4,yes,41,0.2,162,3,16,800,1455,2574,16,5.0,17,yes,no,yes,2
618,yes,2.3000000000000003,no,3,yes,21,0.9,160,7,4,347,513,3269,17,9.0,20,yes,no,no,2
1682,yes,1.3,yes,6,yes,37,0.7999999999999999,178,4,7,679,1231,1461,15,3.0,3,yes,yes,no,1
1717,no,1.4000000000000001,no,0,yes,12,0.4,104,8,6,1224,1676,1635,15,10.0,6,yes,yes,yes,2
985,no,0.7,yes,0,yes,45,0.2,140,4,11,948,1205,2054,5,3.0,7,yes,no,yes,1
722,yes,1.0,yes,12,yes,14,0.9,175,4,14,366,1234,1088,14,7.0,4,yes,yes,no,0
1566,no,1.6,yes,1,no,42,0.7999999999999999,118,2,2,1619,1962,3378,7,0.0,8,no,yes,no,3
594,no,0.9,yes,1,no,52,1.0,113,7,10,332,970,1509,5,0.0,5,no,no,yes,0
971,no,1.9000000000000001,yes,2,yes,44,0.7,168,3,7,167,909,643,9,1.0,9,yes,no,yes,0
1358,yes,0.6,yes,0,no,35,0.9,141,1,19,782,951,3453,5,2.0,18,yes,yes,yes,3
506,yes,1.1,no,8,no,14,0.6,199,7,9,881,1129,1609,15,0.0,11,yes,yes,yes,0
1548,yes,0.6,yes,3,yes,6,0.30000000000000004,111,1,4,91,1317,3523,15,11.0,10,yes,no,no,3
1687,no,0.7,no,14,no,16,0.7,147,7,15,120,1429,883,6,,18,no,yes,yes,0
1794,yes,1.1,no,3,yes,62,0.4,180,7,8,1626,1913,2565,18,14.0,16,yes,no,yes,3
1788,no,1.3,no,11,no,61,0.2,133,3,14,74,865,3035,14,11.0,18,no,yes,no,3
1946,no,0.7,yes,9,yes,59,0.30000000000000004,142,7,10,634,1079,771,19,,4,yes,no,yes,0
1079,yes,2.6,no,13,yes,49,0.7,141,4,14,334,1079,3456,17,11.0,3,yes,no,yes,3
650,yes,1.9000000000000001,no,1,yes,60,0.2,205,4,4,931,1811,821,10,3.0,5,yes,no,no,0
1704,yes,0.6,yes,8,no,2,0.7,195,6,19,921,1351,437,12,9.0,4,no,yes,yes,0
1573,no,3.0,no,1,no,30,1.0,160,7,3,805,956,588,10,9.0,5,no,yes,yes,0
858,yes,1.2000000000000002,yes,14,yes,19,0.7999999999999999,135,6,19,1057,1931,652,17,0.0,11,yes,no,yes,0
651,yes,1.5,no,4,yes,19,0.9,200,7,12,344,1551,741,18,1.0,3,yes,yes,no,0
1648,no,2.6,no,3,yes,25,0.7,210,2,5,211,1608,688,8,6.0,12,yes,yes,no,0
1191,yes,2.0,no,5,no,7,0.6,174,2,20,79,615,843,13,,12,no,yes,no,0
1045,no,,,3,,29,0.30000000000000004,93,8,17,887,893,1185,5,,9,yes,no,no,0
1922,no,0.7,yes,3,yes,19,0.6,141,3,8,670,1152,3945,13,0.0,5,yes,yes,no,3
1750,yes,0.6,yes,11,yes,53,0.6,124,4,20,718,1109,2635,16,0.0,10,yes,no,no,2
909,yes,2.7,yes,7,no,44,0.30000000000000004,170,3,12,144,896,3913,13,6.0,9,no,no,no,3
1195,yes,2.4,no,7,no,20,1.1,168,7,13,1442,1904,1960,7,5.0,3,yes,no,no,2
1280,yes,1.1,no,7,yes,24,0.9,180,3,16,1352,1775,3143,6,2.0,12,yes,yes,yes,3
1236,no,1.8,yes,8,no,17,1.0,184,6,15,209,725,3353,12,9.0,20,no,no,yes,2
1963,yes,1.6,no,10,no,55,0.6,110,7,20,861,1888,2357,14,7.0,7,yes,yes,yes,3
1747,no,3.0,no,0,yes,3,1.0,115,3,0,426,1629,1310,5,0.0,3,yes,yes,no,1
1444,no,0.7,yes,1,no,27,0.5,137,5,8,266,642,993,14,8.0,8,yes,no,no,0
1085,yes,3.0,yes,1,yes,39,1.1,183,8,2,523,542,3250,8,6.0,7,yes,no,yes,2
870,yes,1.0,no,5,no,5,0.5,147,4,7,40,1311,1521,13,0.0,3,no,no,yes,0
866,no,1.7000000000000002,yes,0,yes,53,0.4,98,6,1,262,1436,495,18,,11,yes,yes,no,0
1144,yes,1.3,no,0,no,2,0.7,124,6,0,623,769,1749,7,0.0,15,no,yes,no,1
610,yes,0.6,yes,0,no,64,1.0,104,4,0,4,1351,2519,16,8.0,8,yes,yes,yes,1
985,no,,,0,,53,1.0,197,1,4,1001,1176,1391,17,,9,yes,yes,yes,1
1722,no,1.7000000000000002,no,18,yes,2,0.9,198,5,20,334,896,2524,10,5.0,3,yes,no,yes,2
1207,yes,2.8000000000000003,no,5,no,10,0.2,173,6,10,321,1870,955,18,11.0,21,no,yes,yes,0
1371,yes,1.8,yes,3,no,28,0.7,118,1,18,1451,1469,3208,16,15.0,5,no,no,no,3
715,no,1.0,yes,0,no,42,0.2,104,1,14,1048,1123,930,12,10.0,10,no,no,yes,0
1084,no,2.4,yes,11,no,2,1.1,111,4,20,398,724,2179,12,2.0,18,no,yes,no,1
1721,yes,2.2,yes,0,no,52,0.2,197,3,1,417,520,2612,10,1.0,12,yes,yes,yes,2
1546,no,2.5,no,18,yes,12,0.2,196,7,20,470,844,491,9,4.0,3,yes,no,yes,0
1092,yes,2.4,no,1,yes,8,0.7,138,8,8,1217,1670,3841,17,3.0,12,yes,no,yes,3
1993,no,2.9,no,3,yes,15,0.2,191,1,13,298,1037,1863,8,5.0,18,yes,yes,yes,1
1369,no,3.0,no,4,no,56,0.9,186,2,6,36,642,301,6,2.0,11,no,yes,no,0
1181,yes,0.6,no,7,yes,32,0.4,192,2,12,85,1451,342,16,5.0,17,yes,no,no,0
723,yes,,,1,,15,0.30000000000000004,112,5,18,655,1255,3608,10,,6,yes,yes,yes,3
1351,yes,2.2,yes,3,no,46,1.0,144,6,12,212,623,2369,11,7.0,11,yes,no,yes,1
1801,no,1.1,no,1,yes,30,0.7,133,3,9,617,1386,447,10,8.0,11,yes,yes,no,0
1077,no,0.6,yes,2,no,11,0.30000000000000004,132,1,16,271,1769,3929,8,3.0,8,yes,no,no,3
686,yes,,,3,,63,1.1,167,5,9,159,1738,3758,17,,13,yes,yes,yes,3
1839,no,0.6,no,9,no,36,1.0,172,4,20,786,872,772,14,1.0,16,no,no,yes,0
1621,yes,,,2,,21,0.5,148,1,9,46,562,1643,7,,14,yes,no,no,1
967,yes,1.5,no,1,no,13,1.0,207,8,2,645,1275,2345,17,12.0,16,yes,no,no,2
732,no,1.6,no,9,no,9,0.7999999999999999,132,4,15,1371,1677,2789,10,8.0,8,yes,no,yes,2
1363,yes,1.5,no,1,no,47,1.1,179,5,2,881,1382,2497,8,7.0,17,no,no,yes,2
1496,no,1.7000000000000002,no,3,yes,45,0.9,168,5,4,449,790,3210,11,9.0,5,yes,no,no,3
1809,no,0.9,yes,0,yes,38,0.30000000000000004,107,8,0,1332,1814,1071,7,6.0,8,yes,no,no,1
711,no,2.5,yes,1,no,11,0.2,140,5,11,119,1531,3570,16,14.0,4,no,no,yes,3
691,no,1.5,no,2,no,45,0.6,113,5,11,256,823,3587,10,1.0,11,yes,no,no,3
1874,yes,2.0,no,5,no,35,0.7,121,3,14,1546,1879,2421,15,5.0,20,no,no,no,3
1261,no,1.3,yes,0,no,13,0.6,107,2,0,1210,1989,342,17,13.0,5,yes,no,yes,0
697,no,1.3,no,1,yes,41,0.5,179,8,8,789,1211,2284,5,2.0,18,yes,yes,no,1
1971,no,1.3,yes,9,no,63,0.30000000000000004,142,4,11,390,756,300,10,1.0,11,yes,yes,no,0
761,no,2.6,no,3,yes,39,0.4,172,2,8,110,1317,970,6,2.0,3,yes,no,no,0
938,no,1.1,no,1,no,18,0.30000000000000004,163,3,18,1330,1686,2393,12,6.0,4,yes,yes,yes,2
1178,yes,2.2,no,2,yes,62,0.6,178,2,10,674,1455,1536,6,2.0,18,yes,no,no,1
1320,yes,2.5,no,1,yes,45,0.2,146,2,7,183,661,757,18,3.0,10,yes,no,yes,0
593,yes,0.6,yes,1,yes,16,1.0,100,6,17,892,1603,3748,5,0.0,6,yes,yes,no,3
571,yes,2.6,yes,0,no,41,0.4,134,1,1,388,605,2653,17,7.0,5,no,no,no,1
766,no,1.1,yes,9,yes,45,0.6,134,8,11,52,539,1343,19,1.0,13,yes,no,no,0
1058,yes,2.2,yes,8,yes,37,0.7999999999999999,111,3,11,914,979,2653,15,5.0,4,yes,yes,yes,2
1984,yes,1.7000000000000002,no,2,yes,12,0.30000000000000004,90,5,20,287,593,1826,13,3.0,15,yes,yes,yes,1
1832,yes,0.6,no,5,no,14,0.9,170,6,6,773,1353,1907,16,3.0,20,yes,yes,yes,2
1025,yes,0.7999999999999999,no,2,yes,63,0.7999999999999999,163,7,8,367,1985,3157,11,10.0,8,yes,yes,yes,3
1604,no,1.7000000000000002,yes,0,yes,35,0.2,109,7,7,1325,1800,1831,18,17.0,14,yes,no,no,2
720,yes,1.7000000000000002,yes,1,yes,30,0.5,103,3,12,662,997,1603,10,9.0,13,yes,yes,yes,1
1407,no,1.8,no,0,no,8,0.4,117,4,7,284,1036,2378,19,6.0,12,no,yes,no,2
800,no,,,6,,21,0.6,120,2,12,661,1951,1649,12,,4,yes,no,no,1
1037,yes,2.8000000000000003,no,1,no,40,0.30000000000000004,167,5,15,757,1912,3550,14,4.0,6,no,yes,yes,3
1751,yes,0.6,yes,7,yes,49,0.9,188,1,8,470,775,2197,5,4.0,5,yes,no,yes,2
1524,no,2.3000000000000003,no,4,no,21,0.7999999999999999,172,6,11,533,1696,3769,15,,17,no,no,yes,3
1281,yes,2.6,no,5,yes,7,0.6,115,6,6,560,1633,1152,7,2.0,8,yes,no,no,1
546,yes,0.6,yes,2,yes,7,0.30000000000000004,139,5,15,227,610,1677,13,,18,yes,yes,no,0
592,yes,1.3,yes,0,no,32,0.5,151,6,1,227,509,1819,10,0.0,7,no,yes,no,0
750,no,1.5,no,0,no,25,1.1,120,7,14,88,709,1976,17,5.0,14,no,yes,yes,1
1563,yes,1.7000000000000002,yes,1,yes,27,0.9,184,3,10,662,874,1207,12,7.0,4,yes,yes,no,1
1329,no,2.9,no,10,no,23,0.6,99,7,16,441,1721,874,7,5.0,5,yes,yes,yes,0
729,yes,2.6,yes,0,yes,64,0.30000000000000004,203,1,9,664,711,3656,9,1.0,17,yes,yes,no,3
688,yes,2.8000000000000003,yes,0,no,36,0.2,204,4,1,64,745,1505,10,0.0,14,no,no,no,0
1517,yes,2.2,yes,4,yes,24,1.0,186,5,6,747,1247,3106,6,5.0,21,yes,no,no,3
557,yes,0.6,yes,2,no,17,0.30000000000000004,173,5,12,956,1010,345,19,14.0,4,no,yes,yes,0
1591,no,0.7,no,0,no,5,0.9,122,5,2,776,1397,3432,7,5.0,20,yes,yes,yes,3
1978,yes,2.7,yes,6,no,45,1.1,146,4,19,652,1933,2472,11,1.0,4,no,no,no,3
1886,no,1.1,yes,3,no,24,0.6,159,6,4,1168,1179,1398,15,8.0,10,yes,yes,yes,1
1065,no,2.1,no,0,no,27,0.30000000000000004,96,6,7,201,582,2670,12,5.0,20,no,no,no,2
674,yes,0.7,yes,13,no,61,0.2,204,5,20,724,1127,1459,14,10.0,21,yes,no,yes,0
637,yes,0.6,no,9,no,16,1.1,120,7,17,599,1299,2454,19,17.0,9,yes,no,no,2
661,no,1.5,yes,2,yes,3,0.2,95,8,6,190,657,969,10,1.0,15,yes,no,yes,0
1585,no,1.3,yes,0,no,14,0.30000000000000004,158,2,4,1171,1673,2500,13,6.0,9,no,no,yes,2
1669,no,1.1,yes,0,yes,21,1.0,148,2,0,1211,1396,637,17,7.0,16,yes,no,no,0
642,no,1.4000000000000001,yes,5,yes,6,0.7,153,8,20,976,1353,2713,15,7.0,9,yes,yes,no,2
540,no,1.2000000000000002,yes,0,yes,25,0.4,173,7,7,455,537,2217,9,3.0,18,yes,yes,yes,1
1193,no,0.9,no,6,yes,46,0.9,99,6,9,42,807,826,19,18.0,8,yes,no,no,0
818,no,3.1,yes,2,no,9,0.2,127,1,3,1196,1651,3853,10,3.0,15,yes,no,yes,3
917,yes,0.6,yes,9,yes,33,0.4,209,2,16,503,986,2158,7,3.0,14,yes,yes,no,1
1159,yes,0.9,no,7,no,27,0.2,98,8,8,1694,1798,2887,8,4.0,3,yes,no,yes,3
1203,yes,0.6,no,2,no,10,1.1,109,7,7,306,558,497,15,6.0,15,yes,yes,yes,0
1381,no,,,1,,18,0.30000000000000004,139,2,16,838,885,2360,10,,16,yes,yes,no,2
1485,yes,2.3000000000000003,no,3,yes,53,0.7999999999999999,179,5,11,291,651,1746,6,3.0,11,yes,no,no,1
932,yes,1.1,yes,4,yes,4,1.0,154,8,10,1017,1289,2018,13,10.0,17,yes,yes,yes,1
1456,no,2.7,no,8,no,6,0.5,209,3,20,698,1018,1302,10,0.0,3,no,no,yes,1
1786,no,1.7000000000000002,no,4,no,41,0.5,174,6,20,610,1437,2315,14,1.0,12,no,yes,no,2
1831,yes,2.2,no,8,no,59,0.2,101,5,15,1457,1919,3144,16,6.0,6,yes,yes,yes,3
620,yes,1.1,no,9,yes,13,0.2,90,4,15,591,724,1426,15,12.0,8,yes,yes,no,0
1549,yes,3.0,no,2,no,57,0.5,124,1,3,347,957,1622,9,2.0,20,no,yes,yes,1
1884,no,2.1,no,11,yes,44,0.9,123,8,19,4,743,3581,19,8.0,21,yes,yes,no,3
1469,yes,0.6,no,0,no,18,0.7,132,5,0,888,1099,3964,15,11.0,6,yes,yes,yes,3
860,no,2.3000000000000003,no,1,no,50,0.2,94,1,2,528,1416,3980,17,16.0,4,yes,yes,no,3
796,yes,0.6,yes,0,yes,2,0.9,116,6,14,1222,1890,670,13,4.0,20,yes,yes,no,0
1967,yes,2.7,yes,0,no,39,0.30000000000000004,197,4,3,915,1965,2034,11,10.0,17,yes,yes,yes,2
1514,no,1.0,no,4,yes,46,0.2,155,5,5,336,670,871,18,10.0,20,yes,yes,yes,0
512,yes,2.1,yes,5,yes,45,1.0,178,6,16,483,754,3921,19,4.0,3,yes,yes,yes,3
